86834,99477,52247
88990,90317,40382
97963,63225,68969
71222,20712,25856
37400,1256,54375
27717,71249,95982
13504,69018,16590
91222,36089,30813
66992,50907,94876
77924,5305,52120
23589,33013,78956
94475,28013,54874
19449,73109,77897
42643,53713,28286
12434,93759,94018
91713,4355,10710
45271,91783,63836
88783,219,97057
87046,27488,60143
64562,45179,55243
30991,12313,39911
59427,71122,47633
88985,83703,91181
78026,81184,58637
93666,407,41392
75984,68162,71252
58777,50094,17174
13880,72,25727
68586,31683,1226
57827,7405,51413
12960,63456,99887
18044,81070,2851
72518,1525,94630
82468,99957,36531
37127,85877,81106
79842,5926,8253
47584,38692,46332
82090,78760,41553
15058,12045,74700
4498,60286,84885
86600,28339,5852
80766,13906,67940
55804,68952,75433
30786,19050,78154
6348,4621,98308
84744,45561,56179
82985,69445,11527
4688,2189,23938
73709,32017,43591
45470,76333,33185
45520,96337,8090
41425,54788,13467
43136,89067,37712
75992,24698,66127
6357,91102,32964
35231,27437,70294
39257,28358,77462
49208,29887,28302
25037,9722,93382
57290,27986,67309
91809,52516,98613
2045,43340,88831
53232,40669,45894
21460,11341,94733
53941,59974,19121
6956,87561,66017
89429,88197,95268
31483,24677,8979
87887,21819,12757
34730,31683,93922
80741,2544,94314
38118,46730,53918
82796,46325,93143
85462,88092,64194
74855,50022,22760
19145,28857,35077
96811,31982,27662
31904,23879,43425
58869,14799,78010
54264,89651,5409
27124,54998,59830
6970,92990,20528
11390,45090,36477
10070,58407,53962
359,97669,26806
43213,58902,24656
34763,68382,95284
56890,75739,31650
46511,11512,51465
94696,36754,31003
72558,30215,49382
37746,45499,96075
69863,76088,2017
31749,1010,43544
44194,53090,66104
59758,32566,88938
54196,69927,55635
98685,86802,66771
74765,86340,92449
25002,22791,16729
73457,47201,21425
42664,75547,49478
66788,27423,33639
92323,9378,36717
10115,43526,45979
95138,61940,18748
31418,31802,30256
26368,95496,49036
51561,32657,18073
69633,1182,98669
47792,93363,99553
68332,89146,63514
88800,30099,32020
66363,17870,23896
44877,58999,12381
95660,90089,39436
19911,28692,24026
92499,41360,64292
5179,85841,91506
16356,48703,39676
33831,17316,18093
75878,87414,34765
24799,82088,51838
42741,2992,39439
37213,16320,35286
80023,95651,39845
95103,84585,72979
63288,23311,15183
75586,36223,46229
66767,95869,48188
10850,6309,20854
43871,71865,12447
15372,41126,84328
94131,25657,47700
81379,74185,853
88442,99497,53944
58924,9736,89575
51548,3641,28973
57386,29334,67300
98482,97880,73095
7328,21416,62509
16744,15998,9243
43070,89648,62607
17642,77046,1088
3205,68359,707
13847,79293,69560
25558,18178,79087
45297,87910,34567
31684,85865,52773
78601,14079,3475
23575,36350,85152
69624,8535,13558
45892,98540,98387
75080,56704,21774
70423,25207,39164
51631,74585,42489
24776,71770,45386
13336,19385,92584
30695,98643,15571
53765,61465,71728
66,31817,29058
58919,12356,6712
94580,85226,3698
41730,8754,61981
33760,26438,52887
25812,66212,84617
66234,9393,61152
64775,44612,29594
79983,63235,87292
7151,43422,4347
75940,11505,26310
33472,89550,74149
16254,68344,92801
96959,73003,24110
23210,68338,25136
76614,23225,34633
70268,73818,24155
15414,33617,42727
62878,50907,49531
29387,51261,74625
12543,29693,27068
50170,13513,1735
51079,29568,40147
72418,96677,73167
34917,65539,5963
35948,46131,2449
18074,77199,39264
58291,4921,39867
66487,69410,35269
34734,65679,17911
99455,16035,22324
38595,82506,20460
28732,34703,94471
99624,3725,64847
9160,60734,50587
89106,78690,91963
90094,45880,73211
40640,82706,15187
7250,99789,93106
19388,96812,96428
16792,11352,78385
92422,42911,68782
46270,38285,47130
61603,60881,75837
5222,15156,17772
44713,37998,77318
62830,54488,12859
94500,49692,75230
81013,73550,93152
21249,23965,83040
28602,74469,77667
99157,34314,70297
45648,30009,8784
96099,59664,17973
21686,82308,11652
69850,25526,7959
79169,14429,87474
80434,74306,62161
53827,75008,47973
49375,80745,70573
80318,41283,97165
93506,60062,58320
55365,43745,66833
53574,98008,67065
43661,86047,83636
58869,56019,42321
99687,46624,25424
83447,57032,49160
92827,59377,40015
85236,96121,20163
68576,84110,78131
81451,5382,32695
370,45120,93152
85496,4748,31382
27649,4916,42693
45925,39188,72285
46858,62263,89035
48271,51542,45528
3849,61248,62627
78309,87662,75591
22010,21859,78353
84439,56102,23453
23682,80206,48089
15626,25079,99210
94245,70493,62635
38834,77037,52200
19982,24581,37490
54515,47573,51972
41955,60205,10061
15559,69498,99881
95444,42231,25054
74336,91441,92039
86461,71197,88183
68315,33247,54001
19866,7428,42946
45570,83434,16412
70759,49481,96511
30830,48693,72778
41219,78079,34344
89039,41511,61995
92138,66213,69235
31142,82749,43196
27302,64198,83247
81660,92302,24650
69119,77035,3899
6781,62423,29021
90163,21433,31198
50710,22938,11361
764,45345,12905
84203,74725,57986
26633,5527,37521
78351,80916,59454
79432,58969,36139
3889,90965,34514
24351,41053,28464
14657,39562,87556
12709,49687,81901
26447,35366,37771
91246,18069,90223
51289,7720,3720
31377,10219,49654
36704,26555,45262
13100,591,16619
74107,88660,11412
1734,81724,44031
1743,66919,32604
27395,45870,83658
60948,18144,16379
27598,92296,13857
68216,43733,45606
14932,45771,14013
29359,8464,29164
60123,99860,79305
6076,27334,95712
22747,63734,60219
12602,72193,49545
29726,37943,12451
34797,90349,56388
6485,22035,19904
94730,31323,43469
6905,94460,518
57888,90201,16233
57585,69596,23415
9932,26886,98678
29872,49636,26109
45556,90820,38590
24775,87162,744
30487,51368,71940
72709,20919,53058
28946,85799,27896
93452,94657,47006
1078,36394,15725
31350,29408,62748
68741,60689,90029
66118,16658,57305
54923,61540,45387
3760,97260,19506
30818,31389,27884
73806,3260,54324
59843,80761,76388
39917,9219,99801
5046,1089,58055
89157,1599,13061
61712,68269,2768
39855,55483,44215
50414,95660,54799
68643,78419,21422
98461,10472,34494
67217,82185,86269
68513,58030,31124
46681,19769,30910
72091,46947,11576
46449,66672,59568
98007,40137,68005
77667,41843,22107
93553,18396,43117
27548,79180,44629
25544,64791,44938
92235,11619,61974
68241,52456,31608
2013,10906,53851
84261,72042,51148
17656,35781,68784
12075,54945,7098
30120,54864,27376
67746,64796,9371
41451,81138,25
98877,89339,91188
15736,57530,276
67493,82094,72109
95592,51358,42937
68392,50672,56210
91825,20053,10965
69514,71573,98484
63630,386,50555
5936,29591,65990
45104,79285,79138
85694,6442,84475
69311,16257,33449
27465,93787,18947
85471,56684,70495
79543,62991,78342
58017,33798,35010
28700,41479,85975
80964,97758,47937
88699,40451,89619
75917,56118,36261
23342,19877,24913
93887,6594,92138
90334,15559,45390
9745,16357,75936
90655,16027,68220
32722,28470,79379
27547,33622,3132
15490,82427,9515
35354,42499,36484
55474,77666,49011
61857,63242,97351
73210,59466,21517
36926,30482,46028
68207,63331,34466
58302,40268,18815
99283,3100,85068
68423,51268,20511
7095,32223,70674
87993,50349,77005
33065,81099,10285
70118,58215,81011
89868,50701,75314
96570,85485,29469
25378,63702,52007
6907,9926,30136
31955,69591,44706
32781,28174,46931
49343,83989,94399
35170,37414,46235
29873,67612,93414
49005,78996,7833
11335,86462,14626
33225,47645,3086
65726,9138,7035
40270,49311,86905
42469,87249,92136
74813,81163,3748
70368,84838,2069
27542,63096,84122
37193,31252,66778
40083,51505,69070
81279,2490,84316
64433,51239,26522
1410,24096,3981
13077,51412,96307
90264,38831,65289
71202,30495,55036
61114,46434,62490
71251,46429,18794
34433,1815,92916
93769,28540,38101
36910,32678,37111
23365,69242,22372
29208,62883,43653
86183,72800,76029
2456,32698,5999
24872,38178,9505
50676,31846,93410
16992,49409,8726
21512,5330,64662
97072,44634,84412
2294,61209,15403
16117,38972,90955
30039,94298,10300
4937,84501,70196
35084,14654,94830
38413,53602,358
77430,95338,12362
53345,39702,57036
85275,57864,84848
5621,31798,1240
48598,4966,70727
3834,44974,89457
36558,61301,65793
92392,83714,29118
43349,80729,93917
80769,50442,25906
2617,59116,54855
17776,76674,88253
27066,14270,54369
84564,60011,53209
50024,54590,63983
34449,45622,18901
74053,89526,47790
64398,18045,38755
71848,58627,92228
43591,71744,57370
30658,81115,23621
98771,37177,52420
75631,97952,96800
27717,2449,45786
38765,1721,70611
4634,39211,81455
14455,45709,13187
25244,28474,22116
22899,56430,45959
77799,60298,75009
37587,48108,48248
38455,74354,52190
69870,75913,77914
39153,66282,29105
88682,61306,99449
58657,19659,51246
72496,59127,57588
26200,65867,57027
85370,11648,64088
64719,64904,30213
22873,45781,21076
93080,61523,3196
41684,60683,2968
16483,14568,92965
36651,16652,46103
92380,82260,48208
12538,82239,94273
79991,65100,24772
85065,62243,12077
766,62992,34035
56027,90581,36109
93693,95267,27846
63477,43227,92529
56864,67249,98150
7513,46987,77727
67619,9144,81711
84525,38905,5799
11321,61368,2213
44565,31731,73723
54993,14990,25605
36619,96279,53350
99794,21142,44307
71393,44554,89690
44023,54386,78770
71829,91306,36749
52957,86949,44158
34363,55759,83109
12535,48461,86228
57080,41576,11877
69230,80793,10068
27472,28992,10693
2860,60302,88351
38269,10077,41111
12047,73413,68824
12637,80791,62333
69719,12595,87409
36364,12826,98793
36560,77435,18441
19812,29048,41530
66359,22300,60129
54401,54662,98119
82112,38875,36426
72773,20694,2897
20375,6291,23268
67178,28505,22398
27183,30308,41849
58796,96754,31309
6906,3366,46457
58853,8537,49158
26213,60670,35092
22974,90696,46578
85205,17664,4636
88380,9788,59418
58335,43631,3072
13435,56577,14751
93674,81083,67288
17688,6933,29323
21393,59368,15928
29426,79465,36506
72422,89444,58949
66086,11546,86953
64279,7993,42534
61464,58294,84772
20506,95057,37126
30271,81508,49498
41766,33401,36277
78673,93622,69999
62891,57132,49647
64356,48619,65257
36823,83763,80659
62333,23964,96148
96716,91083,37207
95003,47849,72373
74200,78766,48354
89580,40067,96202
12383,45623,73286
67061,77114,94343
45781,95451,86793
57001,7886,75316
19108,98201,23845
92076,56766,40699
50686,92898,44280
3954,68583,93471
55080,18538,46810
81916,95567,83454
75460,14817,26226
46005,80909,93342
95726,37901,58059
12927,9360,41813
91677,87610,5808
501,49765,65083
78690,4610,13635
20748,17391,34825
3583,1380,31242
65260,12493,42035
39170,18921,91095
52050,98608,34505
32699,6552,12904
72002,40022,10545
16284,87885,8097
47778,15722,51067
5858,95262,33407
57423,99771,27425
68465,88625,32954
19674,43869,99107
82005,94430,72857
93206,27519,38032
91138,55676,42509
31094,26255,47026
91223,36855,32401
86016,83553,54407
63105,25836,46203
88442,68232,80649
91203,17804,17663
58328,64908,24459
36071,76041,5523
62138,68803,55768
41098,2732,42695
99811,9033,91372
84873,62957,92456
93538,72523,43275
49064,64149,33153
52883,8029,48095
95363,38643,13073
57923,78609,66839
59940,57404,75730
64562,46357,55245
36003,56614,8915
9449,53480,64795
86619,76878,59239
70658,34978,86055
81678,79074,52744
20852,74527,68303
42854,91467,75069
75147,76812,85942
11835,8493,69640
76300,71781,99901
35452,20823,5649
75635,10277,44554
92740,57610,90664
95185,73654,82911
60395,27567,88054
63338,47286,87138
95608,39707,56945
45269,63362,27693
51427,34073,59050
77126,75982,24649
41889,44911,92401
78075,97039,54479
7929,12832,85020
15594,33629,56121
90993,78827,62282
12466,83881,26290
48988,60656,80075
48719,45669,60880
98944,40590,96430
39597,70460,95305
91535,10033,98955
53725,38924,66748
92703,10066,10357
89395,16913,20475
65760,91641,76860
2807,66083,53440
95671,28607,25250
38275,80915,65511
90418,43967,89707
18022,4818,24031
78896,41425,36486
63081,54917,98826
77759,52017,29317
91028,82628,70784
47404,75104,81425
74255,84002,36068
48799,21341,92386
82319,27944,83016
6089,23895,79439
57925,77921,17605
66233,77767,72541
44615,96725,83547
21846,3103,85119
8627,4761,60547
95903,13352,42144
513,58914,87745
98871,39821,78555
91978,11685,9720
86455,95781,5546
37934,2720,27268
22469,94694,44721
52144,16828,50322
43273,50388,17033
24787,46050,26242
4959,1919,29888
79891,74386,7984
36283,95885,19164
89572,69909,63919
78713,50776,41989
47302,78731,51256
14963,93035,81158
20641,78064,36843
28664,20674,85592
62508,92677,18914
87596,79891,8767
9431,97143,42075
30313,31323,98559
63015,72143,92070
36696,85247,34772
89900,2115,20320
73569,24831,30646
92898,44226,71707
72359,6844,11739
33303,4684,21863
54209,16067,18043
9275,18633,14146
17329,73145,36116
65957,12483,22416
34654,97980,47075
14556,69571,54447
57659,94589,41457
24372,29252,74657
84373,96887,13137
38371,14297,41370
38418,34978,39432
79265,66725,90657
11053,6952,76969
10904,12187,21374
40834,26851,70281
93515,39900,21052
13841,91010,17827
36758,87935,32382
4081,88197,91203
34696,73225,22579
15241,28981,48188
74814,56729,21584
62211,70283,1425
93975,60974,46449
76839,84551,25339
17620,40800,76281
92067,79381,14947
5424,35811,58803
63527,9293,91630
49376,92570,38159
5436,32986,82851
44480,43490,53257
25056,26964,66193
49160,39967,18647
26931,41293,29691
69225,53820,40399
22876,43707,45715
90745,63934,27821
92210,61,84730
27402,93931,41123
21236,42195,25627
65504,90564,15664
42798,87684,7422
53009,54058,44873
91229,10746,36592
11346,7508,87340
64288,45655,19988
30208,17187,37909
56415,15676,89178
57341,47061,71730
45181,67479,31665
64043,80254,38477
32008,18571,1388
66531,26554,6470
96247,37051,36372
58959,28699,81977
39926,99001,71076
54471,93695,41048
70024,46554,24103
23562,7138,8741
42066,68915,35712
41737,93337,89636
45663,10856,62185
33879,39980,79451
30477,4430,85941
56351,79177,11852
86830,96684,48071
46757,45020,48129
27615,80723,31152
18469,98029,32993
57481,19005,1881
50077,99094,9284
90196,77674,70999
93784,34690,47557
80261,38919,33403
17494,68826,98741
29670,89138,76905
94576,44006,79276
66903,15533,96022
94451,61532,25642
55343,50100,75188
46690,16245,53400
21815,66300,16649
79458,65155,67976
99337,58440,37737
11837,393,65813
85794,50061,12690
