220902168535477, 293891276158698, 215961589737943 @ 14, 232, -28
331953985439920, 385578675392205, 163416554320351 @ -263, -45, 68
266682709840900, 483947602483596, 230367765070066 @ -102, -277, -97
215510817544641, 372848325469920, 315416591966030 @ 40, -10, -365
152323607153366, 368257029849252, 196398685430929 @ 223, 2, 30
245986255403422, 339581477782109, 222326811319799 @ -73, 115, -20
308181202303888, 368322500447586, 348249092978626 @ -245, 1, -425
289608895138308, 312200868203901, 232918323474811 @ -147, 119, -108
207662403058404, 362521308612332, 306879029846514 @ 120, 57, -425
223738224424529, 427257828262815, 326430808804716 @ 10, -211, -407
283037264454318, 364211396386996, 331807422725176 @ -140, 6, -336
308387257724755, 291336102413541, 296447007276075 @ -250, 233, -274
295950262080588, 332547430415788, 184978132531826 @ -149, 66, -17
242113542837709, 378901050906005, 240477569639478 @ -106, -45, 19
238983436317758, 372082234381176, 236890270845056 @ -74, 8, 26
266919577252867, 389911339123137, 235664664535879 @ -206, -95, -26
163385510881158, 435469773867706, 186780982133686 @ 166, -183, 33
248468613043236, 343868319154636, 236310552634642 @ -108, 148, -30
157245387228268, 281541008639094, 304670619301870 @ 161, 207, -275
301588666144345, 305244527053005, 233325635122879 @ -180, 141, -106
251529602206663, 358046438277456, 262323523411051 @ -200, 142, -160
163738099850846, 406543920054177, 312808806042083 @ 175, -109, -316
215058543723981, 405194520426522, 259847660894321 @ 114, -256, -142
197689533784953, 418634112879371, 237550515568826 @ 154, -239, -41
185604015815908, 430720244742426, 195225096166786 @ 77, -136, -33
316473256783188, 401012753154761, 160943410168181 @ -227, -83, 76
185938702827280, 355279091839998, 315300909232063 @ 73, 20, -280
201711502598155, 357107188705215, 267232049447347 @ 168, 97, -196
202119961288432, 396338867847136, 282684708015218 @ 83, -92, -241
234768795823876, 405225514368012, 253736132216434 @ -40, -214, -108
241492704103668, 402894914358476, 255360272961346 @ -56, -122, -144
281476101862456, 361207729553172, 257888707089742 @ -193, 30, -155
207147699474993, 372080188483097, 281621709142148 @ 96, -3, -259
303366535611964, 424904175496308, 314536970813698 @ -250, -179, -339
294246006537886, 447964445088078, 265837098689776 @ -210, -241, -182
196525231991308, 424325030668401, 284913971624086 @ 69, -143, -229
217236956509408, 393618095248501, 268979484681086 @ 113, -183, -221
285206490132106, 307444701286054, 382728197916550 @ -133, 124, -429
220783438439883, 402041726592456, 301354566850824 @ 6, -82, -263
234258877703836, 369741806999940, 278593885843906 @ -45, 40, -317
215213028550913, 404458341660397, 273342553894837 @ 126, -273, -258
323000949991953, 313183164384041, 214584153530446 @ -218, 115, -69
265236089282638, 393021416025492, 239780248640074 @ -234, -130, -21
171001324058652, 470557132381328, 361309032328164 @ 117, -234, -395
214977870526628, 296478337407956, 214374994961746 @ 25, 189, -45
223045290061347, 350257609652411, 280795315942744 @ 52, 193, -315
198304970138692, 397264442079882, 288290207703883 @ 173, -144, -316
241714289402628, 422799907496716, 211348952659186 @ -42, -128, -57
202362254204284, 355244196467316, 299333785973972 @ 149, 98, -379
286486944464128, 319115788369876, 249196264666986 @ -202, 168, -127
243495493315444, 351800676497890, 324741128483894 @ -43, 27, -299
211712499727136, 420781895886920, 298826288545458 @ 82, -249, -353
143974640257888, 445788872187290, 215385205139272 @ 191, -189, -60
198630218894288, 407685008459152, 254136842480342 @ 171, -204, -119
287120270492528, 413730115092845, 317964878632339 @ -239, -171, -390
218114288264608, 345404166220968, 269764707784774 @ 56, 149, -208
146565595400240, 342029656989911, 168349271772515 @ 193, 63, 62
187709797683788, 267383166944196, 350993606731806 @ 73, 206, -359
220813380733264, 390714901299816, 269632969416154 @ 88, -167, -231
182379599443458, 336556432966287, 267345915206210 @ 231, 179, -193
237664351973884, 384269365669962, 244162948769656 @ -63, -81, -32
303561789091988, 297625884316106, 191289365740836 @ -251, 231, 58
198025356804748, 328051426218972, 264846305424682 @ 136, 200, -180
160721194983789, 342420142701032, 340016212215235 @ 124, 46, -330
246358269637854, 289422649451435, 285190176089404 @ -57, 201, -231
338424567146374, 406443281904486, 382233349275748 @ -248, -87, -430
196105100411333, 419545227720831, 331466890097281 @ 106, -175, -414
319973619091724, 381759495055860, 353055406113784 @ -207, -34, -366
318516527987176, 323277020265368, 286355746313870 @ -223, 102, -229
154452714114968, 437916536507846, 335288683339156 @ 147, -155, -330
228526527084063, 350749296768891, 294422915899066 @ -2, 119, -345
274194143980863, 405209350668237, 310919753590087 @ -164, -121, -336
265904844095490, 421175465698472, 257669698561052 @ -182, -236, -146
276993753664099, 422438123805662, 253437287488805 @ -268, -276, -118
190547159605541, 449840748795953, 202458227928956 @ 94, -225, -7
225426066322756, 394081600527836, 224162873337298 @ 5, -92, -21
185354442388268, 410790689089806, 236458351312522 @ 121, -127, -93
324481248880617, 398612701612158, 225455329108867 @ -242, -76, -84
183757499798044, 394682347063089, 291886439855002 @ 133, -81, -265
238429086756139, 373836356111999, 327747825290131 @ -40, -15, -372
221741928269260, 391702739488602, 242186277598387 @ 53, -136, -16
253252296028998, 314286971749746, 229317902498446 @ -101, 212, -45
147462025814541, 422764134769725, 228314870412256 @ 192, -139, -87
284227165811184, 402792790673632, 313769982812506 @ -242, -135, -387
170683511937830, 319006619141968, 212392483947596 @ 222, 204, 28
264171484883284, 333985818453004, 262550985804866 @ -118, 106, -172
219246583321244, 315611361091566, 221723700988908 @ 33, 233, 2
307050752093527, 289314491454041, 249316215521740 @ -232, 223, -135
230525523713230, 334439984803008, 238236504480775 @ -13, 214, -30
192241258074846, 425207273078524, 336026392010468 @ 90, -158, -376
225923313039804, 404672907137644, 320076394165082 @ 4, -138, -404
224955869950132, 370869515278770, 227735853005818 @ 5, -3, -45
256304132018821, 380044995057279, 244791186717430 @ -126, -39, -93
183860349872848, 401667303995896, 249734708119786 @ 179, -128, -117
312296875080460, 399248482477722, 241558100187958 @ -183, -69, -131
191825295200854, 288744220924624, 376113322386538 @ 62, 156, -405
277830350598566, 370893320438082, 244847295161786 @ -258, 5, -77
260608076520028, 388970697277032, 177127910066026 @ -89, -53, 33
220701404997256, 387883861262316, 257137050556882 @ 18, -62, -153
229658053239100, 397202119944540, 250140465774610 @ -2, -208, -53
148428692541924, 391171858276980, 318678562761810 @ 213, -64, -329
277456572564083, 415588455917101, 314975386027536 @ -234, -207, -415
217047146557060, 402234577546764, 249272817963250 @ 94, -225, -61
243570909521695, 416189549480940, 237184025599075 @ -86, -246, -26
201239772120985, 354464207724342, 292102287972877 @ 180, 120, -360
331850658589970, 390955176682878, 293871762168790 @ -242, -55, -243
275064351483709, 362296465613628, 246344364302224 @ -170, 26, -115
267034074701506, 377568802903842, 279951849797674 @ -190, -29, -253
122370031688716, 467878303568588, 240757905638490 @ 200, -206, -130
173404819855208, 408023005548976, 224033582395286 @ 136, -107, -70
344909818941458, 362972011973989, 182602982615446 @ -269, 7, 3
186437058362434, 314607221728398, 339039531413608 @ 130, 181, -424
229367712781569, 337909940193004, 220701347574721 @ -6, 202, 78
262923446240596, 394079884269924, 179353992182338 @ -101, -69, 45
251718815320934, 358989015321030, 225131394243846 @ -86, 35, -47
175290000680500, 442203258295068, 262055099126152 @ 165, -238, -170
261839937816808, 305623964912163, 278113974920992 @ -119, 211, -223
267724469786598, 306185699491546, 339760843881756 @ -96, 127, -338
216378205741252, 374216811313044, 245425719259345 @ 45, -14, -98
207910246704499, 435432158988505, 286344229270117 @ 74, -255, -264
199550192042464, 411712047459636, 204477316643062 @ 62, -112, -26
182247431597533, 456967833696066, 255602453439691 @ 136, -276, -150
219338369512951, 306860156676264, 351613264995217 @ 10, 142, -384
213842711767146, 347231266334842, 250560029872240 @ 102, 175, -84
194268392700874, 381380292590709, 210135340127047 @ 59, -33, -64
347848674241768, 462073205576046, 329781327155866 @ -253, -195, -309
227055927411984, 400101841816219, 286842754647606 @ 25, -255, -397
185234615683232, 316300463659409, 211895847789807 @ 129, 169, -10
302707959211669, 272666282647260, 141348231481417 @ -162, 186, 70
189648538130830, 371685354051058, 226692495893526 @ 104, -9, -67
241039614094226, 400791584197462, 261429594268810 @ -101, -236, -153
257291136677968, 365532848441016, 277654614131728 @ -189, 48, -266
251773250580163, 462807858196371, 170381359232401 @ -70, -241, 60
246929712208008, 330674094239626, 219343355784186 @ -71, 132, -25
269802924263827, 402563747694744, 270647022807466 @ -256, -186, -217
323544324202322, 296136356941005, 266515060617304 @ -257, 185, -183
299892330157750, 457879329763299, 270061521453429 @ -217, -259, -194
194564974055308, 377598482429892, 249018499189972 @ 181, -30, -95
