45|37
56|17
32|26
99|38
29|11
62|32
72|87
99|67
47|96
81|37
82|30
70|99
45|44
17|21
82|49
77|36
20|99
36|54
59|54
72|75
44|21
93|47
39|72
79|72
95|92
20|72
62|45
52|38
92|47
47|30
32|21
56|21
32|92
37|72
87|95
74|96
76|83
16|29
37|87
54|75
87|56
38|20
92|59
49|75
70|89
66|90
40|32
52|95
11|39
92|45
92|72
83|74
93|32
43|95
74|70
79|70
66|43
38|92
67|75
90|40
81|77
47|43
67|52
36|79
67|56
49|62
99|90
39|91
66|79
92|62
91|47
49|87
26|87
88|30
82|12
49|29
82|70
66|40
90|95
83|16
77|70
59|81
79|49
91|20
90|81
87|81
45|38
52|81
66|95
12|87
36|40
16|36
87|42
74|37
89|43
43|21
40|82
12|75
74|29
77|49
81|93
79|17
95|37
30|67
37|30
16|20
30|36
29|26
95|88
39|70
96|99
38|77
83|72
52|93
36|75
59|66
94|43
76|16
70|87
44|82
39|16
26|67
16|21
99|52
39|66
36|43
77|59
81|91
43|81
89|36
30|66
94|39
92|90
91|12
88|77
76|38
56|88
17|39
17|37
20|11
72|12
99|40
44|70
74|66
82|89
29|12
17|82
59|99
70|94
96|90
32|74
29|59
12|79
26|93
82|47
21|76
16|66
77|54
49|30
91|94
40|56
47|76
17|32
21|47
87|45
40|38
66|17
56|43
82|20
16|90
75|52
49|89
29|67
75|42
40|88
37|20
72|45
40|44
88|91
54|90
76|75
38|16
89|40
76|56
42|92
79|20
88|82
11|67
77|91
74|21
11|56
37|99
12|81
90|74
95|20
92|94
77|89
83|21
79|59
70|92
20|67
66|67
89|56
21|26
67|93
94|76
43|77
77|92
96|17
62|17
44|12
88|20
43|29
87|17
29|75
26|42
47|62
16|96
45|95
20|62
26|96
42|38
52|91
38|91
96|40
21|30
56|91
88|59
83|82
36|56
92|66
81|32
99|83
81|16
82|37
54|45
77|26
92|89
70|59
90|45
76|43
45|16
47|94
30|90
67|45
43|16
20|66
21|66
81|21
44|30
95|91
62|16
83|39
77|37
44|74
21|29
56|77
45|82
82|21
21|99
83|49
91|66
70|29
79|95
70|91
12|90
20|30
75|83
21|11
16|40
29|94
90|44
99|62
40|39
90|62
37|59
94|62
95|32
62|82
77|11
59|12
32|29
37|66
82|11
66|94
90|77
74|30
91|21
52|44
39|12
59|26
96|42
12|67
45|70
42|91
11|75
44|89
89|54
26|40
81|82
79|83
29|90
76|81
16|67
96|67
93|79
94|90
91|72
79|92
56|81
92|40
47|20
26|43
70|96
32|89
54|44
67|44
30|43
67|32
92|11
21|90
37|96
45|81
75|82
32|16
26|45
21|92
70|47
59|96
32|49
76|79
20|90
75|95
76|77
82|59
79|16
56|82
17|59
56|70
76|70
79|21
40|77
56|29
39|36
39|30
11|90
42|16
82|99
81|20
59|56
83|37
39|49
88|12
75|74
29|87
59|40
94|44
38|70
91|87
30|75
52|82
70|16
29|54
93|95
11|43
92|20
82|77
77|66
74|92
49|72
39|47
99|74
26|66
32|82
74|72
54|11
21|36
62|74
45|88
87|67
74|39
83|77
49|90
20|40
76|62
12|38
47|59
39|29
83|91
37|11
52|47
43|92
56|74
67|88
29|89
40|81
75|37
37|54
92|26
79|47
91|26
16|30
54|83
74|20
20|12
83|20
52|49
93|39
62|21
21|72
95|47
21|94
32|88
47|54
92|96
87|38
75|21
77|30
20|59
43|52
89|87
74|47
72|11
72|40
72|26
39|87
88|92
76|88
92|54
40|91
45|49
95|59
42|20
40|62
91|99
56|42
91|29
40|45
49|76
89|99
32|70
44|91
93|74
91|59
95|44
66|75
99|56
47|56
62|43
99|11
43|37
91|67
17|47
82|16
96|87
79|88
87|76
83|26
39|59
36|11
89|11
66|54
36|76
30|87
30|59
12|52
32|37
56|79
77|12
95|70
83|59
62|93
11|88
90|42
75|70
12|99
47|87
75|56
36|62
66|81
37|76
45|79
49|36
16|37
59|42
59|52
26|62
94|67
75|81
11|74
93|83
49|11
75|91
88|49
38|93
37|92
88|99
43|74
32|12
81|95
62|77
87|93
88|70
54|62
17|16
43|83
54|99
76|74
74|82
77|94
67|42
44|32
96|79
39|54
88|54
66|87
95|89
93|91
54|42
72|30
81|49
70|26
88|16
16|54
88|26
74|12
47|66
42|77
38|29
37|67
82|91
44|72
95|49
67|76
90|82
42|29
83|29
66|44
74|59
30|45
29|30
96|45
94|74
95|26
95|77
62|79
72|81
99|75
38|32
54|52
11|45
79|29
89|66
12|66
67|79
17|29
66|42
81|92
91|54
26|52
30|52
70|12
17|88
90|79
93|88
43|79
81|47
93|82
45|91
44|49
39|77
49|96
67|39
94|52
99|44
92|76
87|88
45|93
88|36
32|39
95|82
81|79
87|43
76|91
44|92
67|43
45|42
74|49
89|59
59|11
30|76
96|93
70|66
38|88
70|72
94|93
70|90
37|12
36|94
90|83
32|54
96|52
56|83
11|42
30|94
89|96
42|49
44|29
99|17
30|26
94|45
44|59
79|30
62|56
91|92
20|54
39|92
52|29
40|70
52|83
36|44
44|77
49|94
90|38
36|90
91|96
77|47
44|37
76|82
12|56
49|12
12|11
77|20
52|74
59|45
99|95
20|75
59|87
40|74
93|72
95|39
77|29
12|96
90|17
72|94
59|75
83|70
29|20
43|39
16|59
17|20
20|26
32|66
75|16
81|29
30|54
40|95
47|99
62|75
11|81
38|82
99|76
26|38
77|99
30|42
20|89
20|45
37|62
32|30
45|39
81|39
37|89
29|66
16|92
52|17
93|17
90|75
54|56
95|17
72|96
26|90
26|54
44|17
87|32
17|92
93|89
36|38
42|47
44|88
93|16
42|70
94|75
87|90
76|17
76|52
99|94
36|96
89|76
89|62
29|45
47|12
20|36
92|56
89|67
54|79
88|72
40|76
90|43
49|92
45|74
92|30
75|44
38|21
79|39
99|45
59|36
11|40
67|83
88|47
83|32
89|81
42|44
99|93
12|40
38|44
29|96
43|38
45|43
26|36
38|17
87|44
66|99
11|62
39|96
75|45
83|88
11|17
82|72
16|99
40|75
49|54
72|76
76|39
59|76
82|54
83|12
20|52
67|62
93|44
49|99
94|81
30|96
44|20
89|72
49|47
88|96
44|26
52|92
42|37
89|45
77|87
83|92
56|93
29|36
54|76
42|95
54|87
49|40
91|11
67|74
92|99
79|89
72|62
21|12
29|92
81|74
44|47
16|72
99|81
75|17
74|91
95|29
42|83
45|77
62|91
32|77
76|42
17|12
59|43
56|95
66|38
38|49
20|87
70|21
94|82
52|21
17|74
37|36
91|16
29|62
96|56
95|16
32|72
43|44
45|21
11|76
42|82
82|29
54|81
43|32
26|81
36|87
43|82
52|42
59|90
54|93
90|39
21|96
39|99
39|20
95|74
72|99
43|93
66|76
16|89
21|20
70|49
81|88
67|40
93|92
56|49
47|90
82|87
56|39
12|93
16|11
42|79
36|52
79|74
83|30

44,67,43,83,81,52,75,95,94,99,79,11,62,90,42,32,17
76,56,44,93,75,67,40,38,45
90,43,44,75,83,40,42,45,99,81,38,79,93,76,94,17,67,56,62,95,52
21,70,26,36,96,59,77,82,16,30,39,37,72,54,88,20,29
66,30,16,77,12,91,88,21,70,59,82,47,26,37,39
87,99,93,79,83,44,43,11,94,95,90,81,17,38,56,45,42,62,40
79,32,99,11,83,38,95,67,81,17,93,52,87,76,43
99,45,93,67,75,56,81,87,40,32,76,44,11,90,62,17,95,42,79,83,52
29,16,96,82,49,77,36,88,21,92,39,26,72
49,47,20,89,26
82,54,12,16,96,30,72,20,70
88,70,16,37,49,92,47,20,72,30,59,12,66
87,40,94,67,99
62,83,95,94,79,17,76,93,43,52,11
66,36,72,88,30,29,54,70,59,92,77,39,37,89,20,96,91
88,77,70,91,37,29,20,59,26,54,96
88,77,70,91,16,29,92,20,89,72,26,12,36,54,96
90,94,75,76,95,17,45,44,79,93,38,87,32,52,83
82,54,49,72,88,36,66,29,89,59,47,16,20,37,91,96,30
62,52,83,95,17,44,94,81,45
99,87,11,67,76,62,75,45,52,81,38,44,83
87,11,90,67,76,75,45,56,43,52,81,38,93,44,17
88,39,82,77,70,91,16,21,37,29,47,20,89,72,30,36,66,54,96
40,75,52,81,38,95,17
95,90,11,67,93,42,43,99,45,32,56,81,79,75,62,94,87
72,70,36,16,47,20,92,12,59,30,49,96,91
82,77,91,16,21,29,92,47,20,30,59,26,12,36,66
29,89,91,36,82,92,37,72,66,54,96,16,21
99,87,11,90,40,76,75,56,81,42,79,95,44,83,32
95,79,17,90,75
38,17,52,95,99,56,62,76,87,45,43,32,83
88,39,82,77,70,91,16,21,37,49,29,92,47,20,89,72,30,59,26,12,66,54,96
88,39,82,70,21,37,49,29,92,47,89,30,59,26,36,66,96
87,11,94,67,40,76,75,45,56,43,81,42,38,93,79,95,32
87,90,67,40,76,75,45,52,79,44,83
12,49,47,72,29
45,32,93,62,76,56,17,52,75,99,90,43,38
82,36,37,21,30,66,26
99,11,90,67,75,45,56,52,81,42,38,93,79,95,17
30,77,12,89,70
87,43,52,38,44,17,83
30,39,82,20,29,66,54,49,89,26,36,70,47,12,72,96,21,16,59,37,91
81,79,95,40,99,45,44,90,94,56,83,76,11
39,37,47,89,30,26,12
39,70,47,26,96
39,82,77,70,91,16,21,37,20,89,26,12,36,54,96
11,40,75,83,32
87,11,94,67,40,75,45,56,43,52,42,38,93,79,95,83,32
99,11,94,90,67,76,62,75,56,43,52,81,42,38,93,95,17,83,32
99,87,11,94,90,67,40,62,75,45,52,81,42,79,95,17,32
72,66,59,21,47,91,77,16,30,82,12
39,82,77,91,21,37,29,92,47,20,72,66,54
11,94,90,40,62,45,56,43,52,81,42,79,17,83,32
83,94,75,52,43,81,62,93,76,44,42,40,56
26,91,82,70,21,92,20,39,72,96,88,12,66,77,37
83,76,56,81,75,99,67,38,95
77,91,16,37,30
99,87,11,40,75,45,56
39,82,70,91,21,37,49,92,36,66,96
88,39,82,77,29,92,30
11,90,83,87,99,94,76,79,40,45,62,81,56
43,87,38,44,83,45,32,67,93,75,81,52,90,99,62,17,95,79,42
88,39,82,70,91,16,21,37,49,29,47,20,89,30,59,26,12,36,66,54,96
88,39,82,77,70,91,16,21,37,49,29,92,47,20,89,30,59,26,12,36,66,54,96
99,87,11,94,90,67,40,76,62,75,45,43,52,81,42,38,93,79,95,44,17,83,32
45,43,83,75,62,76,81,94,32,67,42,56,95,99,17
40,76,45,43,32
40,43,94,90,45,32,38,87,44,93,79,52,62,42,81,17,95,99,11
66,21,12,59,77,20,92,36,30,49,72
77,37,49,92,20,89,72,59,26,36,66,54,96
44,43,67,38,56
88,82,77,70,91,16,21,37,49,29,47,20,89,72,30,59,26,12,36,66,54
45,38,75,79,43,76,94
88,91,36,92,30,39,49,59,72,82,16
62,94,56,79,38,76,52,43,99,17,95,32,87,40,67
83,75,56,17,44,93,99,32,76,94,45,38,40,81,42,90,62,52,11
43,45,11,17,93,52,44,90,40
99,87,11,94,67,40,76,62,75,45,56,43,52,42,38,93,79,17,83
38,17,56,42,40,67,79
40,62,83,99,87
88,21,49,47,20,12,54
47,49,89,88,96,16,54,82,92,12,39,70,36,21,59,72,26,37,30
89,92,37,21,91,29,30,54,59
62,93,81,11,76,75,56,38,87,43,83
88,39,82,77,70,91,21,37,49,29,92,47,20,89,72,30,59,26,36,66,54
77,16,49,29,92,47,30,12,96
88,77,70,21,37,47,30,12,36,66,54
40,17,81,94,42
81,38,94,40,11,17,44,87,83,79,42,93,99
56,94,11,99,76,38,40,79,90,62,44,42,93,52,45,17,75,83,43
11,93,38,44,87,90,17,76,62,94,79,40,42,81,75,95,56,45,32,52,67,43,83
94,67,87,32,62,52,42,11,40
20,47,37,59,30,36,91,66,72,70,88,49,26,16,89,82,29,92,96,54,12
82,49,54,88,96,29,12,66,37,91,77,47,16,89,92,72,30,21,20,36,70
99,87,11,94,90,67,40,76,62,75,45,56,52,81,42,38,93,79,95,44,32
88,82,70,16,37,49,92,47,89,72,59,12,96
99,87,11,67,62,75,45,56,43,42,44,83,32
40,11,52,32,95,94,43,44,90,93,87,17,38
32,94,93,38,40,17,62,52,83,67,81,45,56,76,95,79,75
36,66,12,91,21,59,89,20,47,49,30,37,77,16,72,26,96,54,39,92,88
49,77,29,16,21,12,26,36,47,91,72,66,70,39,30
99,87,94,90,67,40,76,62,45,43,42,93,79,17,83
39,70,91,37,49,29,47,20,89,72,30,59,26
99,93,40,81,67
88,39,16,37,49,92,47,59,54
20,39,12,89,70,82,92
88,82,77,70,16,21,20,89,30,59,26,12,96
54,16,20,72,82,39,29,70,59,30,36,96,21,12,26,88,49,91,66,89,47,77,92
39,70,16,21,49,26,36
20,72,39,59,47
93,43,99,45,52,40,81,83,42,11,38,56,62
88,82,77,70,91,16,21,37,49,29,92,47,20,89,72,30,59,12,36,54,96
90,38,32,67,79,87,42,52,94,81,45,76,95
39,77,54,89,12,21,30,47,20
99,87,11,94,67,76,75,45,56,43,95,44,83
82,21,92,59,26,36,96
40,75,94,67,79,42,11
99,87,11,90,40,75,56,42,95,83,32
75,38,40,62,99,52,90,81,32,76,43,44,45,56,11,87,95,93,83,17,79,42,94
16,49,96,92,82,89,72
52,99,95,93,87,83,75,17,45,43,94,44,81
59,49,92,29,36,91,70
88,39,82,77,70,91,16,37,49,92,47,20,89,72,30,59,26,12,36,66,54
88,39,82,77,70,16,21,37,49,29,92,47,20,89,72,30,59,26,12,36,66,54,96
90,67,40,76,45,56,52,42,93,95,17,83,32
11,67,62,45,52,81,42,79,95,44,83
93,67,17,87,38,52,94,76,44,79,40,90,62
11,76,75,79,94,67,17,44,87
90,44,81,87,38,67,40,75,76,95,94,17,62,56,42,52,79,99,32
92,54,26,12,47,21,96,20,30,91,82,66,77,29,72,16,37,89,36,59,39,49,70
72,37,30,36,16,77,21,88,39,12,92,29,70,47,20,26,49,54,89,91,96,66,82
17,99,79,87,43,67,93,83,94,40,11,95,75,44,76
99,87,94,90,67,40,76,62,75,45,56,43,52,81,42,38,93,95,44,83,32
26,12,30,36,37,54,89
90,44,67,76,94,95,17
82,72,30,59,66
92,47,20,59,36
94,67,40,45,43,93,79,95,17
52,40,83,90,93,11,44,94,75,56,95,67,38,62,42
36,96,70,72,16,88,12,54,82,20,47,66,29,89,26,30,49
93,45,52,76,90,11,81,32,99,56,67,42,87,94,75,62,83
88,91,72,59,36
99,87,11,94,90,67,76,75,45,56,43,52,42,38,93,79,95,44,17,83,32
87,94,90,40,43,52,17
40,45,67,52,76,38,32,43,75
52,79,32,90,17,43,93,11,45,83,62,87,94,42,99,38,75
82,20,59,30,21,70,12
72,39,16,54,91,26,21,59,12,82,37,77,49,20,36,66,92,89,70,30,88
77,88,29,36,37,59,20,72,16,89,91,82,54
70,91,20,72,36
88,39,82,77,70,91,16,21,37,29,92,47,20,89,72,30,59,26,12,36,66,54,96
88,39,82,77,70,91,16,21,49,29,92,47,20,89,72,59,36,66,54
72,82,12,59,54,37,39,70,47,88,29,36,96,91,49
88,39,82,92,89,59,12,36,54
94,76,56,43,42
99,67,62,93,44
99,87,11,67,40,76,62,75,56,81,42,38,93,79,95,44,17,83,32
87,76,75,38,32
66,88,59,29,37,47,26,20,96,30,82,77,16,39,91,12,49
67,17,56,79,40,76,42,81,45,11,90,95,44,43,75,87,93,38,62,99,94,32,83
36,20,29,96,54,16,89
87,40,90,38,44,95,11,62,17,56,76,94,45
79,90,76,83,81
99,87,11,94,90,67,40,76,62,45,56,43,52,81,42,38,93,79,95,44,17,83,32
87,83,44,79,32,76,90,17,45,52,99,11,43,93,75,38,62,94,42,67,95,56,40
67,83,95,94,76,45,11
75,45,56,38,79,95,44,17,83
21,16,59,12,39,77,72,26,37,96,66,30,89,20,70,91,82,88,49,29,36,92,54
99,87,11,67,40,76,62,75,56,43,52,81,42,38,79,17,32
99,76,81,93,83
75,43,38,95,17
99,87,11,90,45,56,43
90,93,44,99,83,79,62,32,45,17,42,87,75,76,81
40,62,75,45,56,52,42,83,32
30,20,16,47,88,89,37,82,72,92,59,77,12,36,39,70,21,29,54
88,39,82,77,91,16,21,37,49,29,20,89,30,59,26,12,66,54,96
30,16,59,77,66
45,87,32,79,81,11,95,44,56,67,17,42,62,38,76,75,52,93,83
82,77,70,91,21,37,49,29,92,47,20,89,72,30,59,26,12,36,66,54,96
99,40,76,62,75,43,81,42,38,95,44,83,32
43,99,40,75,56,93,81,90,83,76,67,79,11,32,62,42,95,38,45
70,92,39,88,89,96,49,16,82,91,37,20,66,29,47,30,26,77,36,12,21,59,72
40,52,67,44,79,17,32,62,94,83,76,95,90,56,38,81,87
59,89,20,30,70,91,72,29,12
62,44,94,83,32,38,95,11,99,75,81,43,93,79,45,90,40,17,87,56,76
